Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4453,CA-2017-147137,7/4/2017 12:00:00 AM,7/6/2017 12:00:00 AM,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0,20.66
4454,CA-2017-147137,7/4/2017 12:00:00 AM,7/6/2017 12:00:00 AM,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.16,5,0.15,225.73
4455,CA-2017-147137,7/4/2017 12:00:00 AM,7/6/2017 12:00:00 AM,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.56
6037,CA-2017-131205,9/4/2017 12:00:00 AM,9/8/2017 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.61
6038,CA-2017-131205,9/4/2017 12:00:00 AM,9/8/2017 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.69
6039,CA-2017-131205,9/4/2017 12:00:00 AM,9/8/2017 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0,5.2
6040,CA-2017-131205,9/4/2017 12:00:00 AM,9/8/2017 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,0,2.53
7490,CA-2018-157196,11/5/2018 12:00:00 AM,11/9/2018 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,San Diego,California,92105,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0,6.22
8004,CA-2015-143210,12/1/2015 12:00:00 AM,12/3/2015 12:00:00 AM,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,271.9,2,0,78.85
8005,CA-2015-143210,12/1/2015 12:00:00 AM,12/3/2015 12:00:00 AM,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3,0,15.59
8006,CA-2015-143210,12/1/2015 12:00:00 AM,12/3/2015 12:00:00 AM,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0,3.24
8008,CA-2016-110863,11/17/2016 12:00:00 AM,11/24/2016 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.41
8009,CA-2016-110863,11/17/2016 12:00:00 AM,11/24/2016 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.97
8010,CA-2016-110863,11/17/2016 12:00:00 AM,11/24/2016 12:00:00 AM,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1323.9,5,0,383.93
4962,CA-2015-156587,3/7/2015 12:00:00 AM,3/8/2015 12:00:00 AM,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.71,1,0.2,5.48
4963,CA-2015-156587,3/7/2015 12:00:00 AM,3/8/2015 12:00:00 AM,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0,4.66
4964,CA-2015-156587,3/7/2015 12:00:00 AM,3/8/2015 12:00:00 AM,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.86
8223,CA-2015-152905,2/18/2015 12:00:00 AM,2/24/2015 12:00:00 AM,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.62,2,0.2,-2.52
8802,CA-2017-140935,11/10/2017 12:00:00 AM,11/12/2017 12:00:00 AM,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0,62.15
8803,CA-2017-140935,11/10/2017 12:00:00 AM,11/12/2017 12:00:00 AM,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,0,54.71
350,CA-2017-129714,9/1/2017 12:00:00 AM,9/3/2017 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.31
351,CA-2017-129714,9/1/2017 12:00:00 AM,9/3/2017 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.54
352,CA-2017-129714,9/1/2017 12:00:00 AM,9/3/2017 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.05,1,0.2,1.07
353,CA-2017-129714,9/1/2017 12:00:00 AM,9/3/2017 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0,23.09
354,CA-2017-129714,9/1/2017 12:00:00 AM,9/3/2017 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,4,0.2,1415.43
1176,CA-2017-161207,8/29/2017 12:00:00 AM,9/3/2017 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.1
2364,US-2017-108637,3/13/2017 12:00:00 AM,3/18/2017 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0,40.92
2365,US-2017-108637,3/13/2017 12:00:00 AM,3/18/2017 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.89
2366,US-2017-108637,3/13/2017 12:00:00 AM,3/18/2017 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46,4,0,20.7
3034,CA-2018-134173,9/16/2018 12:00:00 AM,9/21/2018 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.74,4,0.2,7.26
5001,CA-2018-159688,5/7/2018 12:00:00 AM,5/12/2018 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0,28.8
5051,CA-2016-150511,9/18/2016 12:00:00 AM,9/24/2016 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,98198,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.71
8169,CA-2018-107174,11/6/2018 12:00:00 AM,11/13/2018 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,2036.86,7,0,366.63
8170,CA-2018-107174,11/6/2018 12:00:00 AM,11/13/2018 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,449.57,2,0.2,-73.05
8171,CA-2018-107174,11/6/2018 12:00:00 AM,11/13/2018 12:00:00 AM,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108.96,3,0,32.69
9498,CA-2018-118213,11/5/2018 12:00:00 AM,11/7/2018 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1,0,2.03
9499,CA-2018-118213,11/5/2018 12:00:00 AM,11/7/2018 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,167.94,3,0,82.29
9500,CA-2018-118213,11/5/2018 12:00:00 AM,11/7/2018 12:00:00 AM,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,67.8,10,0,31.19
1410,US-2017-122245,9/25/2017 12:00:00 AM,9/30/2017 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.17,3,0.5,-204.45
2552,CA-2018-101042,11/19/2018 12:00:00 AM,11/23/2018 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.69
2553,CA-2018-101042,11/19/2018 12:00:00 AM,11/23/2018 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,21.96,2,0,10.76
3912,CA-2018-126788,6/5/2018 12:00:00 AM,6/6/2018 12:00:00 AM,First Class,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,77581,Central,TEC-PH-10001619,Technology,Phones,LG G3,470.38,3,0.2,52.92
4283,CA-2015-103100,12/20/2015 12:00:00 AM,12/23/2015 12:00:00 AM,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,1,0,1.73
4284,CA-2015-103100,12/20/2015 12:00:00 AM,12/23/2015 12:00:00 AM,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3,0,496.79
4715,CA-2018-121643,5/18/2018 12:00:00 AM,5/20/2018 12:00:00 AM,First Class,AB-10105,Adrian Barton,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.7,2,0.2,38.78
5614,CA-2017-147431,2/2/2017 12:00:00 AM,2/7/2017 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0,5.9
6971,CA-2018-153822,9/19/2018 12:00:00 AM,9/25/2018 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.62,2,0.2,-2.52
6972,CA-2018-153822,9/19/2018 12:00:00 AM,9/25/2018 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48
6973,CA-2018-153822,9/19/2018 12:00:00 AM,9/25/2018 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2,0.2,29.5
6974,CA-2018-153822,9/19/2018 12:00:00 AM,9/25/2018 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,18.18,4,0.7,-13.94
9040,CA-2017-117121,12/17/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,13,0,4946.37
9102,CA-2016-163181,11/7/2016 12:00:00 AM,11/12/2016 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,3,0.2,5.32
9103,CA-2016-163181,11/7/2016 12:00:00 AM,11/12/2016 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.78,2,0.2,-16.96
9104,CA-2016-163181,11/7/2016 12:00:00 AM,11/12/2016 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,5,0.6,-84.45
9105,CA-2016-163181,11/7/2016 12:00:00 AM,11/12/2016 12:00:00 AM,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,10,0.8,-51.3
